wine_type,winetype_numeric,residual sugar,pH,sulphates,sulphates 1=low 2=high,healthiness
red,1,2,3.21,0.8,2,2
red,1,2,3.21,0.8,2,2
red,1,2.9,3.29,0.55,2,2
red,1,2.9,3.29,0.55,2,2
red,1,2.9,3.29,0.55,2,2
red,1,1.8,3.18,0.6,2,2
red,1,2.4,3.37,0.62,2,2
red,1,1.8,3.23,0.77,2,2
red,1,1.8,3.23,0.77,2,2
red,1,1.9,3.31,0.54,2,2
red,1,1.4,3.26,0.7,2,2
red,1,1.4,3.26,0.7,2,2
red,1,2.2,3.15,0.53,2,2
red,1,2.2,3.15,0.53,2,2
red,1,2.3,3.17,0.66,2,2
red,1,2.6,3.15,0.5,2,2
red,1,2,3.16,0.54,2,2
red,1,1.8,3.06,1.06,2,2
red,1,2.1,3.2,0.52,2,2
red,1,2.2,3.2,0.59,2,2
red,1,2.4,3.31,0.64,2,2
red,1,1.9,3.19,0.82,2,2
red,1,1.9,3.19,0.82,2,2
red,1,2.2,3.15,0.66,2,2
red,1,2.2,3.15,0.66,2,2
red,1,2.7,3.26,0.57,2,2
red,1,1.4,3.03,1.34,2,2
red,1,6.1,3.31,1.14,2,2
red,1,2.3,3.17,0.53,2,2
red,1,1.9,3.01,1.1,2,2
red,1,2.8,3.34,0.7,2,2
red,1,2.25,3.33,0.54,2,2
red,1,2,3.03,1.17,2,2
red,1,2.9,3.09,0.52,2,2
red,1,6.6,3.32,1.07,2,2
red,1,1.8,3.02,1.15,2,2
red,1,1.5,3.2,0.52,2,2
red,1,1.5,3.2,0.52,2,2
red,1,3,3.3,0.53,2,2
red,1,3,3.2,0.56,2,2
red,1,1.6,3.31,0.65,2,2
red,1,2,2.93,1.98,2,2
red,1,2.6,3.37,0.91,2,2
red,1,1.9,2.93,1.95,2,2
red,1,1.9,2.93,1.95,2,2
red,1,2.5,3.32,0.6,2,2
red,1,2.5,3.32,0.6,2,2
red,1,1.7,3,1.17,2,2
red,1,1.7,3,1.17,2,2
red,1,2.5,3.27,0.6,2,2
red,1,2.5,3.27,0.6,2,2
red,1,2.3,3.1,0.55,2,2
red,1,1.6,3.25,0.58,2,2
red,1,1.6,3.31,0.65,2,2
red,1,2.5,3.1,0.74,2,2
red,1,1.4,3.27,0.55,2,2
red,1,1.2,3.2,0.58,2,2
red,1,2.5,3.19,0.52,2,2
red,1,2.5,3.39,0.54,2,2
red,1,2.2,3.44,0.64,2,2
red,1,1.7,3.15,0.74,2,2
red,1,2.8,3.26,0.51,2,2
red,1,2.1,3.04,1.03,2,2
red,1,2.9,3.14,0.54,2,2
red,1,2.4,3.19,0.59,2,2
red,1,2.4,3.19,0.59,2,2
red,1,2.8,3.3,0.6,2,2
red,1,2.7,3.26,0.61,2,2
red,1,2.9,3.23,0.54,2,2
red,1,2.9,3.29,0.6,2,2
red,1,2.85,3.1,0.53,2,2
red,1,3.8,3.16,0.88,2,2
red,1,3.9,3.17,0.93,2,2
red,1,7.9,3.27,0.57,2,2
red,1,2,3.12,1.02,2,2
red,1,1.7,3,1.09,2,2
red,1,1.8,3.39,0.53,2,2
red,1,1.6,3.12,0.59,2,2
red,1,3,3.38,0.61,2,2
red,1,2,3.04,1.61,2,2
red,1,2,3.26,0.53,2,2
red,1,2.8,3.1,0.56,2,2
red,1,2.4,3.23,0.58,2,2
red,1,2.9,3.08,0.61,2,2
red,1,2.4,3.35,0.6,2,2
red,1,1.9,3.27,0.61,2,2
red,1,2.7,3.31,0.61,2,2
red,1,2.8,3.32,0.62,2,2
red,1,1.9,3.16,0.7,2,2
red,1,2.5,3.38,0.62,2,2
red,1,2.8,3.32,0.63,2,2
red,1,2,3.27,0.72,2,2
red,1,2.6,3.35,0.57,2,2
red,1,2.6,3.35,0.57,2,2
red,1,2.8,3.23,0.57,2,2
red,1,2.6,3.39,0.63,2,2
red,1,2.6,3.08,0.59,2,2
red,1,1.7,2.9,1.33,2,2
red,1,1.3,3.24,0.6,2,2
red,1,2.6,3.35,0.83,2,2
red,1,2.6,3.36,0.86,2,2
red,1,2.8,3.31,0.55,2,2
red,1,2.4,3.38,0.62,2,2
red,1,2.2,3.18,0.51,2,2
red,1,3.2,3.28,0.54,2,2
red,1,1.6,3.29,0.54,2,2
red,1,3.1,3.28,0.59,2,2
red,1,2.6,3.15,0.51,2,2
red,1,3.4,2.74,2,2,2
red,1,3,3.31,0.54,2,2
red,1,2.6,3.21,0.57,2,2
red,1,3,3.23,0.59,2,2
red,1,2.4,3.23,0.64,2,2
red,1,2.7,3.28,0.58,2,2
red,1,3.3,3.26,0.67,2,2
red,1,2.6,3.48,0.54,2,2
red,1,2.5,3.22,0.55,2,2
red,1,1.9,3.28,0.55,2,2
red,1,1.9,3.28,0.55,2,2
red,1,2.1,3.14,1.22,2,2
red,1,3.4,3.24,0.62,2,2
red,1,2,3.28,0.7,2,2
red,1,2.1,3.12,0.59,2,2
red,1,2.2,3.22,0.62,2,2
red,1,2.4,3.28,0.55,2,2
red,1,3.2,3.31,0.53,2,2
red,1,2,3.14,0.56,2,2
red,1,2.3,3.24,0.53,2,2
red,1,2.3,3.27,0.55,2,2
red,1,2,3.18,0.51,2,2
red,1,2.3,3.46,0.63,2,2
red,1,2.3,3.46,0.63,2,2
red,1,2.3,3.17,0.67,2,2
red,1,2.4,3.24,0.53,2,2
red,1,2.3,3.5,0.57,2,2
red,1,2.3,3.5,0.57,2,2
red,1,2.9,3.14,0.61,2,2
red,1,2.5,3.28,0.82,2,2
red,1,2,3.15,0.53,2,2
red,1,2.3,3.24,0.6,2,2
red,1,2.5,3.15,0.58,2,2
red,1,2.5,3.16,0.59,2,2
red,1,3.5,3.29,0.58,2,2
red,1,5.8,3.14,0.55,2,2
red,1,2.4,3.09,0.57,2,2
red,1,2.4,3.09,0.57,2,2
red,1,2.3,3.39,0.62,2,2
red,1,2.3,3.39,0.62,2,2
red,1,2.3,3.39,0.62,2,2
red,1,2.3,3.21,0.5,2,2
red,1,2.3,3.21,0.5,2,2
red,1,2.6,3.28,0.51,2,2
red,1,3.4,3.31,0.71,2,2
red,1,3.4,3.31,0.71,2,2
red,1,2.5,3.15,0.43,1,1
red,1,2.2,3.23,0.49,1,1
red,1,2.2,3.19,0.43,1,1
red,1,2.3,3.16,0.49,1,1
red,1,2.3,3.16,0.49,1,1
red,1,2.2,3.19,0.44,1,1
red,1,2.2,3.19,0.44,1,1
red,1,1.9,3.06,0.49,1,1
red,1,1.6,3.15,0.65,2,2
red,1,11,3.16,0.69,2,2
red,1,11,3.16,0.69,2,2
red,1,1.9,3.13,0.55,2,2
red,1,2.2,3.2,0.78,2,2
red,1,2.2,3.2,0.78,2,2
red,1,2.9,3.48,0.91,2,2
red,1,1.9,3.22,0.65,2,2
red,1,2.3,3.32,0.67,2,2
red,1,15.4,3.18,0.77,2,2
red,1,15.4,3.18,0.77,2,2
red,1,3.4,3.04,0.63,2,2
red,1,2.5,3.12,0.59,2,2
red,1,2.5,3.12,0.59,2,2
red,1,2.8,3.18,0.64,2,2
red,1,2.4,3.19,0.62,2,2
red,1,2.4,3.19,0.63,2,2
red,1,2.8,3.28,0.7,2,2
red,1,2.1,3.16,0.63,2,2
red,1,2.6,3.16,0.69,2,2
red,1,2.7,3.25,0.63,2,2
red,1,2.8,3.24,0.67,2,2
red,1,1.5,3.38,0.86,2,2
red,1,3.2,3.15,0.89,2,2
red,1,3.2,3.15,0.89,2,2
red,1,1.7,3.2,0.89,2,2
red,1,2.1,3.3,0.56,2,2
red,1,15.5,3.12,0.66,2,2
red,1,2.2,3.04,1.05,2,2
red,1,2.2,3.04,1.06,2,2
red,1,2.2,3.14,0.51,2,2
red,1,2.6,3.16,0.52,2,2
red,1,6.6,3.22,0.68,2,2
red,1,2,3.18,0.62,2,2
red,1,2.2,2.89,0.5,2,2
red,1,2.2,2.89,0.5,2,2
red,1,2.1,3.03,0.81,2,2
red,1,2.7,3.28,0.98,2,2
red,1,2.2,3.08,0.67,2,2
red,1,2.2,3.08,0.67,2,2
red,1,2.5,3.05,0.64,2,2
red,1,3.3,3.13,0.54,2,2
red,1,1.8,3.3,0.75,2,2
red,1,1.8,3.3,0.75,2,2
red,1,2.7,3.13,0.51,2,2
red,1,2.3,3.17,0.71,2,2
red,1,1.9,3.16,0.58,2,2
red,1,2,2.94,0.66,2,2
red,1,2,2.94,0.66,2,2
red,1,2.3,3.09,0.8,2,2
red,1,2.1,3.17,0.62,2,2
red,1,3.6,3.12,0.82,2,2
red,1,2.1,2.98,0.7,2,2
red,1,2.2,3.03,0.93,2,2
red,1,2.2,3.25,0.57,2,2
red,1,3.3,3.2,0.95,2,2
red,1,1.8,3.14,0.7,2,2
red,1,1.5,3.02,0.76,2,2
red,1,1.5,3.02,0.76,2,2
red,1,1.6,3.38,0.86,2,2
red,1,1.9,2.98,0.66,2,2
red,1,2.4,3.12,1.18,2,2
red,1,2,3.04,0.6,2,2
red,1,4.6,3.02,0.61,2,2
red,1,4.5,3.05,0.57,2,2
red,1,2.3,3.11,1.36,2,2
red,1,2.6,3.17,0.68,2,2
red,1,2.2,2.88,0.82,2,2
red,1,2.3,3,0.7,2,2
red,1,2.3,3.03,0.57,2,2
red,1,2.2,3.1,0.56,2,2
red,1,2.2,3.1,0.56,2,2
red,1,2.7,2.98,0.54,2,2
red,1,3.2,3.05,0.81,2,2
red,1,2.6,3.16,0.67,2,2
red,1,1.8,2.86,0.79,2,2
red,1,2.2,3.07,0.84,2,2
red,1,2.2,3.07,0.84,2,2
white,2,11.1,3.75,0.44,1,1
white,2,4.2,3.57,0.36,1,1
white,2,2.8,3.48,0.34,1,1
white,2,1.2,3.31,0.4,1,1
white,2,2.9,3.38,0.34,1,1
white,2,1.1,3.32,0.36,1,1
white,2,1.5,3.48,0.44,1,1
white,2,1.5,3.48,0.39,1,1
white,2,4.5,3.45,0.31,1,1
white,2,3.7,3.36,0.3,1,1
white,2,1.3,3.26,0.37,1,1
white,2,8.3,3.36,0.37,1,1
white,2,1,3.22,0.39,1,1
white,2,6.8,3.38,0.4,1,1
white,2,2.3,3.29,0.46,1,1
white,2,1.6,3.51,0.38,1,1
white,2,1.6,3.51,0.38,1,1
white,2,1,3.55,0.44,1,1
white,2,3.8,3.55,0.49,1,1
white,2,1.2,3.37,0.38,1,1
white,2,1.4,3.36,0.33,1,1
white,2,1.5,3.56,0.48,1,1
white,2,1.3,3.59,0.38,1,1
white,2,6.3,3.37,0.4,1,1
white,2,10.5,3.34,0.46,1,1
white,2,4.2,3.3,0.36,1,1
white,2,1.6,3.54,0.41,1,1
white,2,7.8,3.19,0.38,1,1
white,2,4,3.3,0.43,1,1
white,2,1.2,3.28,0.36,1,1
white,2,6.4,3.22,0.27,1,1
white,2,1.7,3.22,0.48,1,1
white,2,1.7,3.29,0.39,1,1
white,2,0.9,3.5,0.39,1,1
white,2,1.2,3.33,0.44,1,1
white,2,1.1,3.34,0.38,1,1
white,2,1.7,3.15,0.39,1,1
white,2,1.4,3.32,0.35,1,1
white,2,10.2,2.98,0.43,1,1
white,2,5.3,3.3,0.39,1,1
white,2,7.1,3.3,0.4,1,1
white,2,10.6,3.4,0.34,1,1
white,2,6.9,3.25,0.49,1,1
white,2,0.9,3.5,0.39,1,1
white,2,4.5,3.56,0.45,1,1
white,2,1,3.37,0.34,1,1
white,2,4.8,3.29,0.37,1,1
white,2,4.7,3.28,0.36,1,1
white,2,1.7,3.35,0.37,1,1
white,2,1.2,3.2,0.46,1,1
white,2,1.2,3.8,0.41,1,1
white,2,9,3.36,0.37,1,1
white,2,11.4,3.03,0.34,1,1
white,2,10.4,3.39,0.37,1,1
white,2,0.9,3.24,0.46,1,1
white,2,1.4,3.44,0.37,1,1
white,2,3.7,3.22,0.27,1,1
white,2,3.7,3.22,0.27,1,1
white,2,3.5,3.17,0.36,1,1
white,2,1.3,3.37,0.43,1,1
white,2,7,3.46,0.45,1,1
white,2,14.95,3.37,0.37,1,1
white,2,1.2,3.42,0.4,1,1
white,2,1.4,3.29,0.38,1,1
white,2,1,3.36,0.48,1,1
white,2,3.5,3.1,0.38,1,1
white,2,1,3.5,0.42,1,1
white,2,3.5,3.53,0.43,1,1
white,2,3.5,3.2,0.44,1,1
white,2,1.5,2.96,0.35,1,1
white,2,3.7,3.25,0.42,1,1
white,2,1.4,3.26,0.35,1,1
white,2,4,3.39,0.39,1,1
white,2,1.3,3.2,0.47,1,1
white,2,7.4,3.49,0.42,1,1
white,2,14.4,3.24,0.41,1,1
white,2,1.4,3.3,0.36,1,1
white,2,11.4,3.35,0.48,1,1
white,2,2.4,3.25,0.48,1,1
white,2,5.1,3.16,0.44,1,1
white,2,5.4,3.24,0.41,1,1
white,2,1.6,3.25,0.45,1,1
white,2,7.85,3.52,0.43,1,1
white,2,1.2,3.46,0.44,1,1
white,2,1.3,3.31,0.47,1,1
white,2,1.5,3.36,0.49,1,1
white,2,6.4,3.24,0.46,1,1
white,2,3.2,3.26,0.42,1,1
white,2,8.1,3.22,0.36,1,1
white,2,2,3.41,0.41,1,1
white,2,2,3.4,0.41,1,1
white,2,1.6,3.17,0.48,1,1
white,2,1.6,3.19,0.38,1,1
white,2,6.3,3.52,0.41,1,1
white,2,8.7,3.18,0.39,1,1
white,2,6.7,3.63,0.46,1,1
white,2,0.8,3.1,0.4,1,1
white,2,7.7,3.04,0.38,1,1
white,2,0.8,3.14,0.4,1,1
white,2,6.8,3.15,0.42,1,1
white,2,1.3,3.32,0.43,1,1
white,2,1.3,3.46,0.43,1,1
white,2,1.2,3.32,0.44,1,1
white,2,12.2,3.17,0.42,1,1
white,2,3.3,3.31,0.44,1,1
white,2,1.1,3.14,0.38,1,1
white,2,0.9,3.24,0.35,1,1
white,2,2.2,3.11,0.48,1,1
white,2,6,3.38,0.38,1,1
white,2,1,3.38,0.44,1,1
white,2,1.4,3.32,0.41,1,1
white,2,2.1,3.32,0.42,1,1
white,2,1.1,3.22,0.38,1,1
white,2,1.1,3.22,0.38,1,1
white,2,9.8,3.14,0.42,1,1
white,2,9.8,3.36,0.47,1,1
white,2,2.2,3.37,0.47,1,1
white,2,10.5,3.14,0.35,1,1
white,2,1.4,3.22,0.39,1,1
white,2,1.8,3.49,0.44,1,1
white,2,12.1,3.21,0.4,1,1
white,2,6,3.68,0.46,1,1
white,2,10,3.22,0.35,1,1
white,2,7.75,3.22,0.46,1,1
white,2,1.3,3.41,0.41,1,1
white,2,6.6,3.15,0.36,1,1
white,2,1.85,3.03,0.3,1,1
white,2,1.85,3.03,0.3,1,1
white,2,5,3.15,0.31,1,1
white,2,1.5,3.29,0.42,1,1
white,2,1.1,3.36,0.4,1,1
white,2,4.7,3.16,0.42,1,1
white,2,2.1,3.39,0.43,1,1
white,2,2.1,3.39,0.43,1,1
white,2,3.2,3.39,0.47,1,1
white,2,8,3.11,0.42,1,1
white,2,4.9,3.2,0.42,1,1
white,2,3.4,3.14,0.43,1,1
white,2,16.8,3.23,0.38,1,1
white,2,2.2,3.19,0.48,1,1
white,2,10.3,3.2,0.36,1,1
white,2,1.4,3.28,0.38,1,1
white,2,5.25,3.22,0.4,1,1
white,2,5.25,3.22,0.4,1,1
white,2,1.7,3.28,0.41,1,1
white,2,4.8,3.23,0.43,1,1
white,2,6,3.41,0.36,1,1
white,2,4.5,3.27,0.37,1,1
white,2,11.8,3.18,0.34,1,1
white,2,3.2,3.06,0.33,1,1
white,2,1.1,3.36,0.47,1,1
white,2,1.1,2.97,0.42,1,1
white,2,6.6,3.32,0.45,1,1
white,2,2.2,3.16,0.48,1,1
white,2,2,3.06,0.46,1,1
white,2,13.7,3.17,0.38,1,1
white,2,4,3.06,0.34,1,1
white,2,12.7,3.26,0.35,1,1
white,2,11.8,3.2,0.35,1,1
white,2,5.7,3.27,0.41,1,1
white,2,4.2,3.24,0.43,1,1
white,2,5.1,3.24,0.44,1,1
white,2,6.3,3.29,0.46,1,1
white,2,6.3,3.29,0.46,1,1
white,2,8.2,3.39,0.49,1,1
white,2,1.8,3.28,0.4,1,1
white,2,2.8,3.27,0.43,1,1
white,2,7.3,3.2,0.39,1,1
white,2,1.2,3.38,0.42,1,1
white,2,1.5,2.94,0.39,1,1
white,2,1.5,3.3,0.46,1,1
white,2,2.5,3.1,0.47,1,1
white,2,7.9,3.26,0.36,1,1
white,2,7.5,3.32,0.43,1,1
white,2,5.1,3.29,0.32,1,1
white,2,5.7,3.33,0.43,1,1
white,2,1.8,3.1,0.38,1,1
white,2,1.8,3.1,0.38,1,1
white,2,2.8,3.03,0.49,1,1
white,2,17.05,3.25,0.35,1,1
white,2,5.3,3.35,0.47,1,1
white,2,16.05,3.11,0.38,1,1
white,2,1.1,2.97,0.28,1,1
white,2,1,2.97,0.29,1,1
white,2,9.65,2.99,0.34,1,1
white,2,9.1,2.97,0.3,1,1
white,2,4.6,3.18,0.4,1,1
white,2,5.9,3.15,0.4,1,1
white,2,4.6,3.18,0.4,1,1
white,2,7.4,3.27,0.45,1,1
white,2,10.8,3.18,0.37,1,1
white,2,8.2,2.99,0.31,1,1
white,2,1.2,3.38,0.35,1,1
white,2,0.95,3.25,0.35,1,1
white,2,1.9,3.06,0.45,1,1
white,2,5.85,3.23,0.32,1,1
white,2,1.4,3.26,0.32,1,1
white,2,12.9,3.17,0.43,1,1
white,2,1.3,3.29,0.45,1,1
white,2,1.5,3.06,0.46,1,1
white,2,8.5,3.03,0.42,1,1
white,2,11.45,2.98,0.3,1,1
white,2,7.3,3.21,0.43,1,1
white,2,6.65,3.18,0.42,1,1
white,2,1.4,3.43,0.48,1,1
white,2,4.8,3.18,0.44,1,1
white,2,1,3.3,0.39,1,1
white,2,14.5,3.06,0.3,1,1
white,2,3.9,3.15,0.31,1,1
white,2,3.5,3.15,0.31,1,1
white,2,2.9,3.1,0.49,1,1
white,2,6.1,3.24,0.32,1,1
white,2,1,3.06,0.37,1,1
white,2,1,3.24,0.36,1,1
white,2,1.3,3.18,0.41,1,1
white,2,11.25,3.02,0.38,1,1
white,2,2.2,3.28,0.36,1,1
white,2,1.95,3.12,0.25,1,1
white,2,7.4,3.16,0.37,1,1
white,2,1.5,3.16,0.42,1,1
white,2,10.9,3.24,0.47,1,1
white,2,1.3,3.42,0.47,1,1
white,2,1.7,3.13,0.45,1,1
white,2,1.7,3.13,0.45,1,1
white,2,3,3.26,0.47,1,1
white,2,1.4,3.29,0.46,1,1
white,2,1.4,3.05,0.49,1,1
white,2,5.6,3.22,0.38,1,1
white,2,2.9,3.22,0.38,1,1
white,2,5.35,2.93,0.43,1,1
white,2,2.5,3.14,0.32,1,1
white,2,9.4,3.17,0.34,1,1
white,2,3.3,3.1,0.4,1,1
white,2,2.2,3.12,0.48,1,1
white,2,0.8,3.03,0.37,1,1
white,2,1.3,3.21,0.42,1,1
white,2,1.4,3.12,0.44,1,1
white,2,6.5,3.12,0.33,1,1
white,2,8.6,3.25,0.41,1,1
white,2,3.6,3.08,0.4,1,1
white,2,1.8,3.32,0.4,1,1
white,2,10.2,3.11,0.45,1,1
white,2,2.6,3.05,0.34,1,1
white,2,2.5,3.14,0.36,1,1
white,2,2.4,3.26,0.39,1,1
white,2,6.6,2.97,0.31,1,1
white,2,5.3,3.12,0.46,1,1
white,2,9.55,2.98,0.37,1,1
white,2,8.3,2.96,0.39,1,1
white,2,9,3.34,0.35,1,1
white,2,1.3,3.24,0.37,1,1
white,2,1,3.31,0.38,1,1
white,2,2.9,3.13,0.4,1,1
white,2,4.75,3.29,0.46,1,1
white,2,1.3,3.18,0.41,1,1
white,2,1.3,3.17,0.39,1,1
white,2,8.9,3.3,0.44,1,1
white,2,9.3,3.16,0.36,1,1
white,2,1.5,3.12,0.44,1,1
white,2,4.7,3.21,0.38,1,1
white,2,26.05,3.06,0.42,1,1
white,2,1.2,3.13,0.41,1,1
white,2,7.6,3.12,0.44,1,1
white,2,1.6,3.27,0.47,1,1
white,2,9.8,3.11,0.45,1,1
white,2,7.05,3.25,0.37,1,1
white,2,0.7,3.11,0.31,1,1
white,2,5.1,3.24,0.46,1,1
white,2,7.4,3.18,0.44,1,1
white,2,2.4,3.28,0.46,1,1
white,2,20.3,3.04,0.38,1,1
white,2,3.3,3.1,0.4,1,1
white,2,4,3.23,0.46,1,1
white,2,4.8,3.08,0.47,1,1
white,2,7.8,3.24,0.34,1,1
white,2,1.8,3.13,0.49,1,1
white,2,6.2,3.03,0.32,1,1
white,2,1.9,3.25,0.45,1,1
white,2,5.7,3.11,0.27,1,1
white,2,1.2,3.19,0.41,1,1
white,2,13.3,3.34,0.42,1,1
white,2,8.2,3.17,0.33,1,1
white,2,5.4,3.32,0.42,1,1
white,2,0.9,3.1,0.42,1,1
white,2,4.4,3.24,0.46,1,1
white,2,7.9,3.4,0.39,1,1
white,2,2.1,3.42,0.49,1,1
white,2,1.4,3.07,0.47,1,1
white,2,5,3.25,0.43,1,1
white,2,1.6,3.19,0.45,1,1
white,2,4.2,3.12,0.39,1,1
white,2,4.2,3.12,0.39,1,1
white,2,13.8,3.1,0.37,1,1
white,2,2.4,3.01,0.36,1,1
white,2,1.6,3.37,0.47,1,1
white,2,2,3.32,0.37,1,1
white,2,5,3.2,0.42,1,1
white,2,8.2,3.28,0.44,1,1
white,2,8.2,3,0.37,1,1
white,2,1.6,3.09,0.46,1,1
white,2,1.8,3.15,0.46,1,1
white,2,6.1,3.19,0.34,1,1
white,2,4.2,3.16,0.31,1,1
white,2,4.2,3.16,0.31,1,1
white,2,1.8,3.25,0.41,1,1
white,2,1.7,3.07,0.43,1,1
white,2,1.7,3.07,0.43,1,1
white,2,1.6,2.98,0.44,1,1
white,2,1.6,3.08,0.46,1,1
white,2,4,3.19,0.39,1,1
white,2,4.9,3.33,0.37,1,1
white,2,4.9,3.17,0.44,1,1
white,2,5.7,3.2,0.49,1,1
white,2,0.9,3.25,0.43,1,1
white,2,19.8,3.07,0.38,1,1
white,2,8.8,3.13,0.49,1,1
white,2,1.4,3.34,0.41,1,1
white,2,6.5,3.4,0.42,1,1
white,2,10.5,3.09,0.33,1,1
white,2,1.7,3.19,0.42,1,1
white,2,6.4,3.23,0.44,1,1
white,2,4.2,3.28,0.49,1,1
white,2,1.4,3.06,0.39,1,1
white,2,12.8,3.26,0.38,1,1
white,2,5.3,3.24,0.4,1,1
white,2,4.9,3.38,0.43,1,1
white,2,2.8,3.19,0.38,1,1
white,2,6.1,3.17,0.42,1,1
white,2,9.9,3.12,0.49,1,1
white,2,1.4,2.95,0.31,1,1
white,2,6.2,2.99,0.39,1,1
white,2,2,3.24,0.37,1,1
white,2,16.2,3.17,0.37,1,1
white,2,2.4,3.15,0.38,1,1
white,2,2,3.19,0.49,1,1
white,2,12.5,3.17,0.29,1,1
white,2,8.4,3.16,0.36,1,1
white,2,1.6,3.22,0.34,1,1
white,2,1,3.24,0.41,1,1
white,2,8.5,3.16,0.46,1,1
white,2,1.8,3.25,0.48,1,1
white,2,3.3,3.08,0.31,1,1
white,2,3,3.13,0.39,1,1
white,2,2.8,3.15,0.38,1,1
white,2,2.8,3.23,0.47,1,1
