wine_type,winetype_numeric,residual sugar,pH,sulphates,sulphates 1=low 2=high,healthiness
white,2,7.1,3.26,0.41,1,1
white,2,0.8,3.28,0.48,1,1
white,2,16.65,3.24,0.48,1,1
white,2,16.65,3.24,0.48,1,1
white,2,4.1,3.27,0.38,1,1
white,2,17.5,3.31,0.44,1,1
white,2,12.5,3.08,0.45,1,1
white,2,1.3,3.27,0.46,1,1
white,2,16.05,3.09,0.46,1,1
white,2,4.5,3.24,0.46,1,1
white,2,10.8,3.22,0.41,1,1
white,2,13.1,3.29,0.38,1,1
white,2,12.3,3.28,0.42,1,1
white,2,5.1,3.36,0.47,1,1
white,2,13.3,3.34,0.42,1,1
white,2,1,3.1,0.45,1,1
white,2,6.3,3.15,0.48,1,1
white,2,12,3.23,0.41,1,1
white,2,0.8,3.36,0.36,1,1
white,2,7.9,3.21,0.36,1,1
white,2,1,3.58,0.48,1,1
white,2,12.5,3.28,0.43,1,1
white,2,8.6,3.28,0.44,1,1
white,2,7.7,3.2,0.39,1,1
white,2,1.4,3.34,0.44,1,1
white,2,1.2,3.08,0.46,1,1
white,2,1.1,3.02,0.4,1,1
white,2,5.4,3.25,0.44,1,1
white,2,9.7,3.05,0.3,1,1
white,2,5.1,3.15,0.41,1,1
white,2,6.8,3.19,0.47,1,1
white,2,1.5,3.12,0.46,1,1
white,2,7.6,3.16,0.47,1,1
white,2,12.9,3.25,0.43,1,1
white,2,3.9,3.07,0.34,1,1
white,2,15.8,3.07,0.45,1,1
white,2,19.95,3.19,0.44,1,1
white,2,1.3,3.31,0.38,1,1
white,2,16.7,3.4,0.45,1,1
white,2,12.1,3.35,0.45,1,1
white,2,1.4,3.19,0.45,1,1
white,2,15.1,2.87,0.47,1,1
white,2,7.6,3.22,0.48,1,1
white,2,1.5,3.3,0.46,1,1
white,2,17.2,3.23,0.43,1,1
white,2,1.4,3.23,0.37,1,1
white,2,2.8,3.01,0.46,1,1
white,2,8,3.16,0.47,1,1
white,2,1,3.14,0.46,1,1
white,2,7.5,3.26,0.46,1,1
white,2,0.9,3.24,0.35,1,1
white,2,12.4,3.1,0.47,1,1
white,2,7,3.18,0.47,1,1
white,2,3.1,3.05,0.43,1,1
white,2,7.8,3.24,0.41,1,1
white,2,13,3.2,0.46,1,1
white,2,8.1,3.1,0.4,1,1
white,2,6.6,3.1,0.4,1,1
white,2,7.7,3.22,0.48,1,1
white,2,14.9,3.14,0.35,1,1
white,2,4.9,3.15,0.49,1,1
white,2,2.8,3.24,0.45,1,1
white,2,1.4,3.27,0.39,1,1
white,2,12.6,3.08,0.38,1,1
white,2,12.9,3.28,0.33,1,1
white,2,5.2,3.38,0.36,1,1
white,2,3.5,3.03,0.38,1,1
white,2,14.9,3.13,0.45,1,1
white,2,7.5,3.17,0.49,1,1
white,2,7.1,3.06,0.34,1,1
white,2,1.7,3.1,0.37,1,1
white,2,2.4,3.18,0.4,1,1
white,2,7.8,3.21,0.42,1,1
white,2,7.8,3.21,0.42,1,1
white,2,7.3,3.24,0.43,1,1
white,2,10.3,3.23,0.47,1,1
white,2,10.3,3.23,0.47,1,1
white,2,3.4,3.18,0.4,1,1
white,2,1,3.06,0.41,1,1
white,2,5.7,3.24,0.43,1,1
white,2,8.2,3.23,0.48,1,1
white,2,5.1,3.07,0.46,1,1
white,2,8.9,3.1,0.48,1,1
white,2,1.5,3.25,0.49,1,1
white,2,8.4,3.18,0.46,1,1
white,2,1.6,3.21,0.36,1,1
white,2,7.6,3.25,0.49,1,1
white,2,7.7,3.11,0.37,1,1
white,2,20.4,3.14,0.38,1,1
white,2,17.1,3.3,0.37,1,1
white,2,16.3,3.26,0.41,1,1
white,2,4.1,3.18,0.45,1,1
white,2,7.4,3.47,0.48,1,1
white,2,8,3.23,0.48,1,1
white,2,17.3,3.15,0.42,1,1
white,2,5.9,2.97,0.4,1,1
white,2,6.7,3.17,0.42,1,1
white,2,1.2,2.99,0.46,1,1
white,2,8,3.18,0.47,1,1
white,2,1.8,3.13,0.37,1,1
white,2,4.5,3.02,0.44,1,1
white,2,9.9,3.11,0.44,1,1
white,2,0.9,3.14,0.47,1,1
white,2,1.2,3.09,0.31,1,1
white,2,17.3,3.08,0.46,1,1
white,2,17.3,3.08,0.46,1,1
white,2,12.8,3.24,0.47,1,1
white,2,3.1,3.12,0.35,1,1
white,2,1.2,3.13,0.36,1,1
white,2,8,3.21,0.46,1,1
white,2,5.3,3.2,0.38,1,1
white,2,7.7,3.16,0.4,1,1
white,2,15.4,3.02,0.4,1,1
white,2,8.7,3.17,0.44,1,1
white,2,15.1,2.94,0.35,1,1
white,2,15.1,2.94,0.35,1,1
white,2,1.2,3.3,0.42,1,1
white,2,7.8,3.17,0.45,1,1
white,2,8.2,3.14,0.48,1,1
white,2,7,3.14,0.48,1,1
white,2,7,3.14,0.48,1,1
white,2,8.1,3.18,0.48,1,1
white,2,8.5,3.16,0.49,1,1
white,2,5.1,3.36,0.42,1,1
white,2,6.5,3.14,0.45,1,1
white,2,7.7,3.22,0.48,1,1
white,2,11.8,2.87,0.49,1,1
white,2,12.4,3.51,0.47,1,1
white,2,5.4,3.27,0.37,1,1
white,2,1.2,2.96,0.43,1,1
white,2,13.4,3.08,0.44,1,1
white,2,7.1,3.08,0.36,1,1
white,2,8.8,3.42,0.4,1,1
white,2,8.8,3.42,0.4,1,1
white,2,15.6,3.19,0.49,1,1
white,2,2.9,3.1,0.34,1,1
white,2,2.5,3.11,0.36,1,1
white,2,7.1,3.16,0.38,1,1
white,2,6.6,2.96,0.43,1,1
white,2,7.7,3.17,0.44,1,1
white,2,8.8,3.22,0.45,1,1
white,2,12.3,3.36,0.4,1,1
white,2,6.4,3.16,0.45,1,1
white,2,12.6,3.42,0.42,1,1
white,2,5.4,3.39,0.46,1,1
white,2,10.6,3.08,0.49,1,1
white,2,18.15,3.3,0.36,1,1
white,2,18.3,3.3,0.41,1,1
white,2,18.3,3.3,0.41,1,1
white,2,11.8,3.19,0.44,1,1
white,2,11.8,3.19,0.44,1,1
white,2,18.1,3.27,0.48,1,1
white,2,18.1,3.27,0.48,1,1
white,2,7.5,3.14,0.41,1,1
white,2,7.8,3.13,0.47,1,1
white,2,10.7,3.05,0.38,1,1
white,2,6.9,3.19,0.46,1,1
white,2,1.4,3.08,0.49,1,1
white,2,6,3.19,0.4,1,1
white,2,14.6,2.93,0.44,1,1
white,2,10.1,3.07,0.4,1,1
white,2,5.4,3.3,0.43,1,1
white,2,13.3,3.09,0.45,1,1
white,2,6.6,3.07,0.48,1,1
white,2,7.3,3.12,0.49,1,1
white,2,7.8,3.24,0.43,1,1
white,2,14.2,3.12,0.48,1,1
white,2,4.6,3.15,0.49,1,1
white,2,7,3.16,0.49,1,1
white,2,5.1,3,0.38,1,1
white,2,8.6,3.2,0.37,1,1
white,2,1.5,3.1,0.43,1,1
white,2,11.2,3.14,0.46,1,1
white,2,6.8,3.08,0.39,1,1
white,2,7.8,3.23,0.37,1,1
white,2,1.1,2.99,0.39,1,1
white,2,1.1,3.03,0.39,1,1
white,2,12,3.19,0.34,1,1
white,2,4.6,3.29,0.37,1,1
white,2,4.1,2.99,0.38,1,1
white,2,9.6,3.39,0.38,1,1
white,2,10,3.08,0.46,1,1
white,2,12.6,3.39,0.38,1,1
white,2,15.55,2.94,0.35,1,1
white,2,18.05,3.22,0.42,1,1
white,2,1,3.2,0.32,1,1
white,2,14.7,2.96,0.39,1,1
white,2,8.3,3.21,0.34,1,1
white,2,1.3,3.04,0.46,1,1
white,2,14.3,2.91,0.46,1,1
white,2,10.7,3.03,0.47,1,1
white,2,9,3.22,0.43,1,1
white,2,1.8,3.18,0.47,1,1
white,2,1.8,3.18,0.47,1,1
white,2,13.3,3.2,0.36,1,1
white,2,6.3,3.5,0.44,1,1
white,2,1.1,3.13,0.36,1,1
white,2,16.4,3.15,0.37,1,1
white,2,10.3,3.19,0.38,1,1
white,2,7.4,3.13,0.46,1,1
white,2,13,3.16,0.49,1,1
white,2,1.8,3.3,0.43,1,1
white,2,1.3,3.46,0.45,1,1
white,2,13.7,2.9,0.46,1,1
white,2,13.7,2.9,0.46,1,1
white,2,13.2,3.05,0.39,1,1
white,2,14.45,2.96,0.42,1,1
white,2,12.4,3.04,0.42,1,1
white,2,6.3,2.9,0.49,1,1
white,2,16.9,3.37,0.38,1,1
white,2,1,3.13,0.4,1,1
white,2,1.4,3.13,0.33,1,1
white,2,1.2,3.14,0.44,1,1
white,2,10.8,3.08,0.49,1,1
white,2,10.4,3.16,0.42,1,1
white,2,12.5,3.04,0.44,1,1
white,2,14.4,3.12,0.38,1,1
white,2,14.4,3.12,0.38,1,1
white,2,14.3,3.09,0.44,1,1
white,2,11.4,3.2,0.44,1,1
white,2,10,3.41,0.47,1,1
white,2,14.2,2.98,0.48,1,1
white,2,14.2,2.98,0.48,1,1
white,2,8.3,3,0.35,1,1
white,2,16.2,3.06,0.36,1,1
white,2,1.3,2.93,0.42,1,1
white,2,1.1,3.01,0.42,1,1
white,2,4.5,3.23,0.36,1,1
white,2,10.4,3.13,0.4,1,1
white,2,8.5,3.19,0.4,1,1
white,2,6.7,3.2,0.41,1,1
white,2,17.95,3.21,0.36,1,1
white,2,13.5,3.02,0.4,1,1
white,2,13.9,2.94,0.41,1,1
white,2,13.9,2.94,0.41,1,1
white,2,13.9,2.94,0.41,1,1
white,2,14.9,3.13,0.45,1,1
white,2,13.1,3.04,0.46,1,1
white,2,14.3,2.89,0.38,1,1
white,2,17.3,3.13,0.46,1,1
white,2,12.9,3.06,0.45,1,1
white,2,12.9,3.06,0.45,1,1
white,2,7.2,3.12,0.37,1,1
white,2,19.9,3.1,0.48,1,1
white,2,6.7,3.2,0.41,1,1
white,2,1.7,3.11,0.43,1,1
white,2,1.4,3.14,0.46,1,1
white,2,15.5,2.9,0.43,1,1
white,2,15.5,2.9,0.43,1,1
white,2,15.5,2.9,0.43,1,1
white,2,13.7,2.9,0.44,1,1
white,2,13.7,2.9,0.44,1,1
white,2,12.8,3.02,0.34,1,1
white,2,14,2.89,0.42,1,1
white,2,11.5,3.27,0.44,1,1
white,2,12.1,3.01,0.44,1,1
white,2,13.2,3.01,0.48,1,1
white,2,13.2,3.01,0.48,1,1
white,2,13.5,3,0.44,1,1
white,2,12.8,3.14,0.49,1,1
white,2,12.8,3.14,0.49,1,1
white,2,16.95,3.03,0.42,1,1
white,2,10.7,2.86,0.36,1,1
white,2,9.1,3.16,0.47,1,1
white,2,1.2,3.36,0.34,1,1
white,2,1.6,3.29,0.44,1,1
white,2,10.9,3,0.36,1,1
white,2,12.1,2.98,0.44,1,1
white,2,11,2.99,0.38,1,1
white,2,18.35,3.17,0.39,1,1
white,2,18.35,3.17,0.39,1,1
white,2,19.45,2.95,0.4,1,1
white,2,8.1,2.9,0.41,1,1
white,2,8.1,2.9,0.41,1,1
white,2,1.3,3.08,0.42,1,1
white,2,11.8,3.17,0.46,1,1
white,2,9.6,3.03,0.46,1,1
white,2,18.9,2.99,0.46,1,1
white,2,13.2,3.1,0.46,1,1
white,2,1.2,3.09,0.43,1,1
white,2,1.4,3.06,0.4,1,1
white,2,1.8,3.07,0.38,1,1
white,2,14.8,3.18,0.49,1,1
white,2,1.8,3.33,0.44,1,1
white,2,3.8,3.15,0.45,1,1
white,2,14.2,3.14,0.46,1,1
white,2,18.05,3.06,0.41,1,1
white,2,7.1,3.2,0.42,1,1
white,2,4.5,3.15,0.42,1,1
white,2,10.6,3.27,0.3,1,1
white,2,10.4,3.24,0.45,1,1
white,2,3.4,3.15,0.41,1,1
white,2,1.9,3.08,0.38,1,1
white,2,4.5,3.09,0.47,1,1
white,2,4.6,3.08,0.47,1,1
white,2,9.3,3.21,0.39,1,1
white,2,9.3,3.21,0.39,1,1
white,2,1.6,3.1,0.45,1,1
white,2,8.6,3.11,0.32,1,1
white,2,9.7,3.08,0.49,1,1
white,2,11.1,3.08,0.44,1,1
white,2,12,3.07,0.46,1,1
white,2,11.8,2.86,0.47,1,1
white,2,11,3.27,0.29,1,1
white,2,16.85,3.16,0.38,1,1
white,2,16.85,3.16,0.38,1,1
white,2,12.9,2.94,0.45,1,1
white,2,1.8,3.45,0.43,1,1
white,2,14.2,3.03,0.46,1,1
white,2,17.85,2.99,0.41,1,1
white,2,10.3,2.93,0.49,1,1
white,2,12.1,2.94,0.48,1,1
white,2,1.2,3.08,0.34,1,1
white,2,2,3.18,0.49,1,1
white,2,13.2,3.25,0.37,1,1
white,2,9.6,3.32,0.47,1,1
white,2,13.6,2.96,0.39,1,1
white,2,5.4,3.14,0.34,1,1
white,2,5.4,3.14,0.34,1,1
white,2,9.2,3.38,0.47,1,1
white,2,2.5,2.89,0.48,1,1
white,2,5.4,3.24,0.38,1,1
white,2,13.8,3.13,0.4,1,1
white,2,1.4,3.17,0.47,1,1
white,2,13.4,3.12,0.47,1,1
white,2,1.6,3.13,0.34,1,1
white,2,1.6,3.14,0.47,1,1
white,2,1,2.91,0.32,1,1
white,2,3.5,3.14,0.36,1,1
white,2,2.4,3.04,0.46,1,1
white,2,1.4,3.15,0.46,1,1
white,2,1.6,3.11,0.49,1,1
white,2,1.6,3.07,0.32,1,1
white,2,2.8,2.97,0.39,1,1
white,2,15.4,3.18,0.45,1,1
white,2,2.4,2.77,0.44,1,1
white,2,7,3.33,0.58,2,2
white,2,6.9,3.34,0.57,2,2
white,2,3.6,3.41,0.5,2,2
white,2,2.5,3.14,0.51,2,2
white,2,2.5,3.34,0.5,2,2
white,2,5.5,3.09,0.57,2,2
white,2,6.3,3.06,0.58,2,2
white,2,1.9,3.38,0.62,2,2
white,2,1.2,3.23,0.58,2,2
white,2,4.4,3.25,0.57,2,2
white,2,2.6,3.43,0.5,2,2
white,2,15.9,3.14,0.5,2,2
white,2,19.3,3.14,0.5,2,2
white,2,19.3,3.14,0.5,2,2
white,2,1.5,3.21,0.56,2,2
white,2,0.8,3.12,0.62,2,2
white,2,14.7,2.99,0.69,2,2
white,2,1.5,3.46,0.51,2,2
white,2,12.4,3.14,0.6,2,2
white,2,5.6,3.05,0.57,2,2
white,2,2.2,3.08,0.61,2,2
white,2,10.6,3.05,0.54,2,2
white,2,15,3.15,0.51,2,2
white,2,1.8,3.08,0.54,2,2
white,2,1.4,3.24,0.5,2,2
white,2,6.4,3.17,0.62,2,2
white,2,1.5,3.42,0.51,2,2
white,2,20.8,3.11,0.53,2,2
white,2,15.8,3.14,0.51,2,2
white,2,1.2,3.26,0.54,2,2
white,2,7.7,3.56,0.72,2,2
white,2,4.8,3.16,0.5,2,2
white,2,12,3.17,0.5,2,2
white,2,2.8,3.18,0.55,2,2
white,2,16.8,3.25,0.57,2,2
white,2,11.2,3.19,0.6,2,2
white,2,15,3.19,0.53,2,2
white,2,8.3,3.33,0.6,2,2
white,2,15.55,3.48,0.64,2,2
white,2,4.4,3.27,0.52,2,2
white,2,12.4,3.11,0.56,2,2
white,2,5.6,3.15,0.63,2,2
white,2,16,3.08,0.5,2,2
white,2,8.1,3.24,0.5,2,2
white,2,3.4,3.11,0.52,2,2
white,2,12.6,3.17,0.52,2,2
white,2,7.6,3.16,0.54,2,2
white,2,1.2,3.37,0.54,2,2
white,2,7.6,3.16,0.54,2,2
white,2,8.8,3.47,0.66,2,2
white,2,11.2,3.12,0.51,2,2
white,2,7.2,3.49,0.64,2,2
white,2,12,3.14,0.55,2,2
white,2,14.4,3.26,0.54,2,2
white,2,1.1,3.42,0.5,2,2
white,2,1.1,3.24,0.52,2,2
white,2,15,3.14,0.5,2,2
white,2,7.2,3.11,0.6,2,2
white,2,1.1,3.09,0.54,2,2
white,2,5.5,3.19,0.66,2,2
white,2,10.7,3.08,0.6,2,2
white,2,8.2,3.12,0.5,2,2
white,2,2.4,3.5,0.5,2,2
white,2,5.6,3.17,0.5,2,2
white,2,10.7,3.17,0.55,2,2
white,2,2.25,3.2,0.62,2,2
white,2,18,2.98,0.61,2,2
white,2,18.1,2.94,0.64,2,2
white,2,9.8,3.15,0.57,2,2
white,2,13,3.09,0.5,2,2
white,2,1.4,3.34,0.72,2,2
white,2,15.4,3.23,0.5,2,2
white,2,8.3,3.14,0.5,2,2
white,2,1.3,3.29,0.54,2,2
white,2,10.4,3.12,0.51,2,2
white,2,11.9,3.26,0.51,2,2
white,2,11.4,3.08,0.54,2,2
white,2,14.4,3.17,0.58,2,2
white,2,14.9,3.04,0.54,2,2
white,2,14.9,3.04,0.54,2,2
white,2,14.4,3.02,0.5,2,2
white,2,9.2,3.23,0.54,2,2
white,2,18.15,3.06,0.5,2,2
white,2,1.3,3.59,0.51,2,2
white,2,16.05,3.08,0.52,2,2
white,2,10,3.28,0.52,2,2
white,2,9.2,3.31,0.56,2,2
white,2,9.7,3.3,0.57,2,2
white,2,12.3,3.1,0.67,2,2
white,2,4.9,3.3,0.75,2,2
white,2,8.1,3.15,0.5,2,2
white,2,11.4,2.96,0.51,2,2
white,2,8.9,3.14,0.57,2,2
white,2,14.8,2.95,0.75,2,2
white,2,9.2,3.22,0.51,2,2
white,2,16.4,3.06,0.54,2,2
white,2,14.3,3.14,0.57,2,2
white,2,8.9,3.22,0.6,2,2
white,2,13.1,3.15,0.5,2,2
white,2,4,3.31,0.68,2,2
white,2,7.5,3.32,0.54,2,2
white,2,12.1,3.31,0.58,2,2
white,2,9.4,3.12,0.61,2,2
white,2,22,2.93,0.5,2,2
white,2,12.8,3,0.52,2,2
white,2,13,3.08,0.67,2,2
white,2,6.2,3.18,0.51,2,2
white,2,16.1,3.15,0.5,2,2
white,2,11.6,3.07,0.53,2,2
white,2,7.45,3.2,0.5,2,2
white,2,17.5,2.85,0.5,2,2
white,2,8.2,3.11,0.52,2,2
white,2,13.2,3.27,0.5,2,2
white,2,19.25,2.93,0.52,2,2
white,2,19.25,2.93,0.52,2,2
white,2,11.2,3,0.81,2,2
white,2,3.3,3.18,0.5,2,2
white,2,8.9,3.16,0.5,2,2
white,2,6.2,3.12,0.54,2,2
white,2,8.4,3.15,0.55,2,2
white,2,13.65,3,0.6,2,2
white,2,13.65,3,0.6,2,2
white,2,15,3.37,0.82,2,2
white,2,14,3.18,0.58,2,2
white,2,12.5,3.28,0.77,2,2
white,2,1.3,3.29,0.54,2,2
white,2,14.9,3.18,0.61,2,2
white,2,5.7,3.04,0.54,2,2
white,2,16.7,3.08,0.56,2,2
white,2,12.1,3.05,0.5,2,2
white,2,10.7,3.05,0.61,2,2
white,2,15.6,3.38,0.67,2,2
white,2,16,3.3,0.67,2,2
white,2,14.4,3.07,0.53,2,2
white,2,14.4,3.07,0.53,2,2
white,2,16.5,3.16,0.59,2,2
white,2,16.5,3.16,0.59,2,2
white,2,15.25,3.34,0.77,2,2
white,2,14.5,3.35,0.78,2,2
white,2,14.55,3.34,0.78,2,2
white,2,7.8,3.16,0.5,2,2
white,2,7.8,3.16,0.5,2,2
white,2,13.7,3.11,0.53,2,2
white,2,11.6,2.92,0.59,2,2
white,2,8.2,3.16,0.52,2,2
white,2,1.3,3.04,0.74,2,2
white,2,18.75,3.04,0.52,2,2
white,2,9.5,3,0.55,2,2
white,2,8.5,3.2,0.52,2,2
white,2,1.5,3.07,0.57,2,2
white,2,15.7,3.25,0.76,2,2
white,2,15.7,3.25,0.76,2,2
white,2,7.7,3.16,0.52,2,2
white,2,11.9,3.09,0.5,2,2
white,2,7.2,3.14,0.53,2,2
white,2,13.7,3.24,0.66,2,2
white,2,1.3,3.26,0.51,2,2
white,2,1.4,3.33,0.62,2,2
white,2,1.5,3.32,0.64,2,2
white,2,12.7,3.3,0.79,2,2
white,2,16.6,2.96,0.58,2,2
white,2,1.7,3.28,0.69,2,2
white,2,17.95,3.27,0.64,2,2
white,2,14.5,3.1,0.5,2,2
white,2,14.5,3.1,0.5,2,2
white,2,1.4,3.03,0.52,2,2
white,2,14.1,3.2,0.63,2,2
white,2,12.9,3.05,0.66,2,2
white,2,10.4,3.11,0.57,2,2
white,2,1.5,3.22,0.53,2,2
white,2,11.8,3.11,0.6,2,2
white,2,2.3,3.18,0.61,2,2
white,2,13.1,3.05,0.53,2,2
white,2,8.95,3.08,0.54,2,2
white,2,8.7,2.98,0.57,2,2
white,2,14.8,3.06,0.6,2,2
white,2,14.8,3.06,0.6,2,2
white,2,11.7,2.91,0.51,2,2
white,2,13,2.96,0.51,2,2
white,2,16.75,3.15,0.54,2,2
white,2,16.75,3.15,0.54,2,2
white,2,18.75,3.1,0.5,2,2
white,2,13.9,3.34,0.5,2,2
white,2,2.2,3.19,0.53,2,2
white,2,9.2,3.06,0.61,2,2
white,2,14.3,3.18,0.63,2,2
white,2,10.7,3.12,0.55,2,2
white,2,12.2,3.01,0.54,2,2
white,2,12.2,3.06,0.53,2,2
white,2,13.7,3.22,0.75,2,2
white,2,13.7,3.22,0.75,2,2
white,2,9.5,3.08,0.61,2,2
white,2,2.1,3.23,0.64,2,2
white,2,10.6,2.87,0.74,2,2
white,2,17,3.15,0.51,2,2
white,2,11.4,3.11,0.57,2,2
white,2,1.6,3.29,0.76,2,2
white,2,6.2,3.09,0.53,2,2
white,2,14.6,3.21,0.69,2,2
white,2,19.1,3.05,0.5,2,2
white,2,12.6,2.99,0.56,2,2
white,2,16.65,3.2,0.62,2,2
white,2,1.3,3.14,0.5,2,2
white,2,13.9,2.99,0.8,2,2
white,2,1.4,3.17,0.57,2,2
white,2,17.5,3.02,0.56,2,2
white,2,19.8,2.99,0.54,2,2
white,2,7.8,3.34,0.51,2,2
white,2,14.8,3.22,0.5,2,2
white,2,11.8,3.34,0.82,2,2
white,2,11.8,3.34,0.82,2,2
white,2,15.2,3.02,0.66,2,2
white,2,16.2,3.02,0.5,2,2
white,2,12.15,3,0.73,2,2
white,2,15,3.28,0.79,2,2
white,2,3.2,3.14,0.58,2,2
white,2,3.2,3.14,0.58,2,2
white,2,1.5,2.98,0.62,2,2
white,2,1.4,2.89,0.28,1,1
white,2,6.2,2.99,0.51,2,2
white,2,2.2,3.19,0.59,2,2
white,2,8.2,2.87,0.68,2,2
