wine_type,winetype_numeric,fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates,alcohol
white,2,5.1,0.33,0.22,1.6,0.027,18,89,0.9893,3.51,0.38,12.5
white,2,6.7,0.54,0.27,7.1,0.049,8,178,0.99502,3.16,0.38,9.4
white,2,5.7,0.41,0.21,1.9,0.048,30,112,0.99138,3.29,0.55,11.2
white,2,8.8,0.2,0.43,15,0.053,60,184,1.0008,3.28,0.79,8.8
white,2,6.6,0.28,0.42,8.2,0.044,60,196,0.99562,3.14,0.48,9.4
white,2,7,0.24,0.24,1.8,0.047,29,91,0.99251,3.3,0.43,9.9
white,2,8.5,0.19,0.48,1.1,0.026,23,58,0.99184,2.9,0.5,10.5
white,2,5.8,0.25,0.26,13.1,0.051,44,148,0.9972,3.29,0.38,9.3
white,2,5.8,0.27,0.2,14.95,0.044,22,179,0.9962,3.37,0.37,10.2
white,2,8.7,0.3,0.59,1.7,0.046,10,70,0.99373,3.06,0.56,10.8
white,2,6,0.22,0.28,1.1,0.034,47,90,0.98862,3.22,0.38,12.6
white,2,6.7,0.26,0.26,4,0.079,35.5,216,0.9956,3.31,0.68,9.5
white,2,7.9,0.41,0.37,4.5,0.03,40,114,0.992,3.17,0.54,12.4
white,2,7.2,0.18,0.31,1.1,0.045,20,73,0.9925,3.32,0.4,10.8
white,2,6.3,0.32,0.26,12,0.049,63,170,0.9961,3.14,0.55,9.9
white,2,8.2,0.18,0.28,8.5,0.035,41,140,0.9952,3.04,0.37,10.1
white,2,8,0.33,0.35,10,0.035,22,108,0.99457,3.12,0.36,11.6
white,2,6.6,0.26,0.27,1.5,0.04,19,114,0.99295,3.36,0.62,10.5
white,2,7.4,0.35,0.24,6,0.042,28,123,0.99304,3.14,0.44,11.3
white,2,6.2,0.15,0.27,1.4,0.041,51,117,0.9909,3.28,0.38,11.2
white,2,8.5,0.26,0.21,16.2,0.074,41,197,0.998,3.02,0.5,9.8
white,2,6.8,0.24,0.31,18.3,0.046,40,142,1,3.3,0.41,8.7
white,2,6.7,0.54,0.28,5.4,0.06,21,105,0.9949,3.27,0.37,9
white,2,6.8,0.35,0.53,10.1,0.053,37,151,0.9963,3.07,0.4,9.4
white,2,7.5,0.29,0.67,8.1,0.037,53,166,0.9966,2.9,0.41,8.9
white,2,9.8,0.42,0.48,9.85,0.034,5,110,0.9958,2.87,0.29,10
white,2,6,0.42,0.41,12.4,0.032,50,179,0.99622,3.14,0.6,9.7
white,2,6.8,0.37,0.67,1.5,0.175,16,98,0.99244,3.06,0.56,10.3
white,2,5.9,0.3,0.3,2,0.03,38,142,0.98892,3.41,0.41,12.9
white,2,6.3,0.55,0.45,13,0.047,33,182,0.9974,3.2,0.46,9.2
white,2,6.5,0.28,0.34,9.9,0.038,30,133,0.9954,3.11,0.44,9.8
white,2,7.3,0.23,0.27,2.6,0.035,39,120,0.99138,3.04,0.59,11.3
white,2,6.8,0.2,0.25,6.2,0.052,22,106,0.9935,3.09,0.54,10.8
white,2,6.3,0.18,0.22,5.6,0.047,45,147,0.99383,3.09,0.54,10
white,2,6.4,0.16,0.25,1.3,0.047,20,77,0.9933,3.61,0.54,10.2
white,2,7.1,0.33,0.3,3.3,0.034,30,102,0.9912,3.08,0.31,12.3
white,2,7.7,0.28,0.29,4.3,0.051,25,142,0.9939,3.16,0.39,10.2
white,2,7,0.46,0.2,16.7,0.046,50,184,0.99898,3.08,0.56,9.4
white,2,6.8,0.18,0.28,9.8,0.039,29,113,0.99406,3.11,0.45,10.9
white,2,6.5,0.13,0.27,2.6,0.035,32,76,0.9914,3.21,0.76,11.33333333
white,2,7,0.2,0.3,6.1,0.037,31,120,0.9939,3.24,0.51,10.8
white,2,6.5,0.36,0.31,13.55,0.053,20,113,0.99544,3.2,0.56,11
white,2,6.8,0.13,0.39,1.4,0.034,19,102,0.99121,3.23,0.6,11.3
white,2,6.9,0.26,0.29,4.2,0.043,33,114,0.9902,3.16,0.31,12.5
white,2,6.9,0.19,0.33,1.6,0.039,27,98,0.9898,3.09,0.46,12.3
white,2,7.1,0.22,0.32,16.9,0.056,49,158,0.9998,3.37,0.38,9.6
white,2,7,0.27,0.74,1.3,0.173,34,121,0.99334,3.04,0.46,9.2
white,2,6.7,0.46,0.21,4,0.034,12,88,0.99016,3.26,0.54,13
white,2,6.8,0.21,0.31,2.9,0.046,40,121,0.9913,3.07,0.65,10.9
white,2,6.5,0.35,0.38,7.4,0.036,20,196,0.99712,3.47,0.48,9.1
white,2,7,0.35,0.17,1.1,0.049,7,119,0.99297,3.13,0.36,9.7
white,2,4.2,0.17,0.36,1.8,0.029,93,161,0.98999,3.65,0.89,12
white,2,5.7,0.22,0.29,3.5,0.04,27,146,0.98999,3.17,0.36,12.1
white,2,6,0.41,0.05,1.5,0.063,17,120,0.9932,3.21,0.56,9.2
white,2,7.4,0.24,0.42,14,0.066,48,198,0.9979,2.89,0.42,8.9
white,2,7.6,0.27,0.24,3.8,0.058,19,115,0.9958,3.15,0.45,8.9
white,2,7.1,0.18,0.26,1.3,0.041,20,71,0.9926,3.04,0.74,9.9
white,2,6.6,0.545,0.04,2.5,0.031,48,111,0.9906,3.14,0.32,11.9
white,2,7.2,0.29,0.2,7.7,0.046,51,174,0.99582,3.16,0.52,9.5
white,2,5.2,0.24,0.45,3.8,0.027,21,128,0.992,3.55,0.49,11.2
white,2,6.3,0.41,0.22,7.3,0.035,23,117,0.99172,3.2,0.39,11.94
white,2,5.1,0.305,0.13,1.75,0.036,17,73,0.99,3.4,0.51,12.33333333
white,2,6,0.26,0.5,2.2,0.048,59,153,0.9928,3.08,0.61,9.8
white,2,6,0.23,0.15,9.7,0.048,101,207,0.99571,3.05,0.3,9.1
white,2,5.5,0.62,0.33,1.7,0.037,24,118,0.98758,3.15,0.39,13.55
white,2,7.5,0.41,0.23,14.8,0.054,28,174,0.99898,3.18,0.49,9.7
white,2,6.7,0.23,0.33,1.8,0.036,23,96,0.9925,3.32,0.4,10.8
white,2,7.3,0.41,0.29,1.8,0.032,26,74,0.98889,2.96,0.35,13
white,2,7.9,0.18,0.49,5.2,0.051,36,157,0.9953,3.18,0.48,10.6
white,2,7.9,0.25,0.35,6.7,0.039,22,64,0.99362,2.93,0.49,10.7
white,2,7.9,0.22,0.49,3.8,0.042,26,105,0.993,3.1,0.39,10.5
white,2,6.8,0.27,0.28,7.8,0.038,26,89,0.9915,3.24,0.34,12.5
white,2,7.2,0.15,0.38,1.2,0.038,18,110,0.9917,3.19,0.43,11.1
white,2,6.7,0.4,0.22,8.8,0.052,24,113,0.99576,3.22,0.45,9.4
white,2,6.6,0.32,0.27,10.9,0.041,37,146,0.9963,3.24,0.47,10
white,2,5.3,0.16,0.39,1,0.028,40,101,0.99156,3.57,0.59,10.6
white,2,8.3,0.2,0.49,1.7,0.04,34,169,0.9938,3.05,0.37,10.1
white,2,5.6,0.22,0.32,1.2,0.024,29,97,0.98823,3.2,0.46,13.05
white,2,8,0.23,0.37,9.6,0.054,23,159,0.99795,3.32,0.47,9.8
white,2,6.7,0.18,0.19,4.7,0.046,57,161,0.9946,3.32,0.66,10.5
white,2,7.3,0.18,0.29,1,0.036,26,101,0.99,3.09,0.37,11.7
white,2,7.5,0.18,0.45,4.6,0.041,67,158,0.9927,3.01,0.38,10.6
white,2,6.5,0.2,0.5,18.1,0.054,50,221,0.99941,2.94,0.64,8.8
white,2,6.9,0.28,0.37,9.1,0.037,16,76,0.9948,3.05,0.54,11.1
white,2,7.4,0.32,0.27,12.9,0.04,60,221,0.99831,3.05,0.66,9.4
white,2,6,0.29,0.41,10.8,0.048,55,149,0.9937,3.09,0.59,10.96666667
white,2,6.7,0.47,0.34,8.9,0.043,31,172,0.9964,3.22,0.6,9.2
white,2,6.4,0.29,0.21,9.65,0.041,36,119,0.99334,2.99,0.34,10.93333333
white,2,6.2,0.27,0.32,6.3,0.048,47,159,0.99282,3.21,0.6,11
white,2,6.4,0.31,0.39,7.5,0.04,57,213,0.99475,3.32,0.43,10
white,2,6.5,0.3,0.28,11.45,0.041,29,109,0.99418,2.98,0.3,10.9
white,2,6.9,0.31,0.34,1.6,0.032,23,128,0.9917,3.37,0.47,11.7
white,2,7,0.28,0.32,7.75,0.032,30,114,0.99158,3.12,0.64,12.8
white,2,6.4,0.37,0.19,3.5,0.068,18,101,0.9934,3.03,0.38,9
white,2,7,0.14,0.41,0.9,0.037,22,95,0.9914,3.25,0.43,10.9
white,2,6.8,0.32,0.18,7.5,0.041,71,223,0.9959,3.14,0.41,8.9
white,2,6.4,0.16,0.31,5.3,0.043,42,157,0.99455,3.35,0.47,10.5
white,2,6.6,0.21,0.34,5.6,0.046,30,140,0.99299,3.22,0.38,11
white,2,7.5,0.26,0.26,18.35,0.084,33,139,1.0011,3.17,0.39,8.8
white,2,7.5,0.305,0.4,18.9,0.059,44,170,1,2.99,0.46,9
white,2,6.4,0.31,0.5,5.8,0.038,42,111,0.99189,3.18,0.53,11.9
white,2,6.8,0.31,0.42,6.9,0.046,50,173,0.9958,3.19,0.46,9
white,2,7.2,0.21,0.36,15.7,0.045,68,183,0.99922,3.25,0.76,9.4
white,2,9.8,0.31,0.49,15.4,0.046,13,119,1.0004,3.18,0.45,9.5
white,2,7.9,0.27,0.27,1.7,0.034,25,122,0.99088,2.97,0.51,11.9
white,2,6.4,0.25,0.74,7.8,0.045,52,209,0.9956,3.21,0.42,9.2
white,2,6.8,0.22,0.35,5.5,0.043,21,114,0.9938,3.3,0.53,10.7
white,2,5.8,0.29,0.33,3.7,0.029,30,88,0.98994,3.25,0.42,12.3
white,2,5.9,0.435,0.16,6.4,0.031,21,134,0.99151,3.24,0.46,12.2
white,2,6.4,0.45,0.07,1.1,0.03,10,131,0.9905,2.97,0.28,10.8
white,2,6.9,0.26,0.29,4.2,0.043,33,114,0.9902,3.16,0.31,12.5
white,2,6.5,0.24,0.19,1.2,0.041,30,111,0.99254,2.99,0.46,9.4
white,2,6.8,0.19,0.32,7.05,0.019,54,188,0.9935,3.25,0.37,11.1
white,2,6.6,0.23,0.18,8.5,0.044,59,188,0.99558,3.16,0.49,9.5
white,2,7.4,0.25,0.36,13.2,0.067,53,178,0.9976,3.01,0.48,9
white,2,6.6,0.22,0.53,15.1,0.052,22,136,0.9986,2.94,0.35,9.4
white,2,6.2,0.53,0.02,0.9,0.035,6,81,0.99234,3.24,0.35,9.5
white,2,8.2,0.24,0.3,2.3,0.05,23,106,0.99397,2.98,0.5,10
white,2,6.8,0.27,0.37,8.2,0.055,52,192,0.99586,3.11,0.52,9.5
white,2,8.4,0.24,0.49,7.4,0.039,46,108,0.9934,3.03,0.33,11.9
white,2,6,0.35,0.46,0.9,0.033,9,65,0.98934,3.24,0.35,12.1
white,2,6.2,0.32,0.12,4.8,0.054,6,97,0.99424,3.16,0.5,9.3
white,2,7,0.32,0.34,1.3,0.042,20,69,0.9912,3.31,0.65,12
white,2,6.5,0.18,0.31,1.7,0.044,30,127,0.9928,3.49,0.5,10.2
white,2,5.7,0.2,0.3,2.5,0.046,38,125,0.99276,3.34,0.5,9.9
white,2,7.9,0.25,0.34,11.4,0.04,53,202,0.99708,3.11,0.57,9.6
white,2,7.5,0.27,0.31,17.7,0.051,33,173,0.999,3.09,0.64,10.2
white,2,10.3,0.17,0.47,1.4,0.037,5,33,0.9939,2.89,0.28,9.6
white,2,7.8,0.3,0.74,1.8,0.033,33,156,0.991,3.29,0.52,12.8
white,2,8.3,0.21,0.49,19.8,0.054,50,231,1.0012,2.99,0.54,9.2
white,2,5.7,0.25,0.32,12.2,0.041,43,127,0.99524,3.23,0.53,10.4
white,2,7.2,0.585,0.2,10.4,0.086,17,94,0.99681,3.13,0.4,9.4
white,2,6.8,0.23,0.3,6.95,0.044,42,179,0.9946,3.25,0.56,10.6
white,2,6.4,0.23,0.35,10.3,0.042,54,140,0.9967,3.23,0.47,9.2
white,2,6.7,0.33,0.36,6.6,0.042,34,116,0.99123,2.97,0.31,12.2
white,2,6.4,0.33,0.44,8.9,0.055,52,164,0.99488,3.1,0.48,9.6
white,2,7.2,0.25,0.28,14.4,0.055,55,205,0.9986,3.12,0.38,9
white,2,6.1,0.32,0.24,1.5,0.036,38,124,0.9898,3.29,0.42,12.4
white,2,6.8,0.32,0.43,1.6,0.05,4,65,0.99346,3.27,0.47,10.7
white,2,7.2,0.27,0.31,1.2,0.031,27,80,0.98892,3.03,0.33,12.7
white,2,6.4,0.32,0.31,1.9,0.037,34,126,0.99,3.06,0.45,11.8
white,2,6.15,0.21,0.37,3.2,0.021,20,80,0.99076,3.39,0.47,12
white,2,6,0.17,0.36,1.7,0.042,14,61,0.99144,3.22,0.54,10.8
white,2,7.7,0.29,0.29,4.8,0.06,27,156,0.99572,3.49,0.59,10.3
white,2,6.6,0.27,0.49,7.8,0.049,62,217,0.9959,3.17,0.45,9.4
white,2,7.6,0.19,0.42,1.5,0.044,6,114,0.9914,3.04,0.74,12.8
white,2,7.4,0.29,0.48,12.8,0.037,61.5,182,0.99808,3.02,0.34,8.8
white,2,6.9,0.25,0.26,5.2,0.024,36,135,0.9948,3.16,0.72,10.7
white,2,9.1,0.28,0.49,2,0.059,10,112,0.9958,3.15,0.46,10.1
white,2,7.3,0.18,0.31,17.3,0.055,32,197,1.0002,3.13,0.46,9
white,2,6.9,0.26,0.27,4.2,0.031,20,80,0.99089,3.12,0.39,11.5
white,2,6.8,0.2,0.38,4.7,0.04,27,103,0.994,3.37,0.58,10.7
white,2,6,0.2,0.26,14.7,0.045,53,125,0.998365,2.99,0.69,9.4
white,2,7.1,0.28,0.19,7.8,0.04,48,184,0.99579,3.16,0.5,9.4
white,2,7.1,0.18,0.39,15.25,0.047,45,158,0.99946,3.34,0.77,9.1
white,2,7.1,0.26,0.32,16.2,0.044,31,170,0.99644,3.17,0.37,11.2
white,2,5.9,0.26,0.4,1.3,0.047,12,139,0.9945,3.45,0.53,10.4
white,2,8.5,0.24,0.47,15.2,0.057,40,234,1.0005,3.02,0.66,9
white,2,6.4,0.42,0.19,9.3,0.043,28,145,0.99433,3.23,0.53,10.98
white,2,7,0.2,0.35,8.8,0.037,31,103,0.99388,3.13,0.49,11
white,2,6.6,0.34,0.4,8.1,0.046,68,170,0.99494,3.15,0.5,9.533333333
white,2,7.5,0.19,0.34,2.6,0.037,33,125,0.9923,3.1,0.49,11.1
white,2,7,0.15,0.28,14.7,0.051,29,149,0.99792,2.96,0.39,9
white,2,6.3,0.34,0.36,4.9,0.035,31,185,0.9946,3.15,0.49,9.7
white,2,6.9,0.4,0.42,6.2,0.066,41,176,0.99552,3.12,0.54,9.4
white,2,6.3,0.23,0.3,1.8,0.033,16,91,0.9906,3.28,0.4,11.8
white,2,7.3,0.3,0.74,13.5,0.039,46,165,0.9982,3.02,0.4,8.7
white,2,5.3,0.3,0.16,4.2,0.029,37,100,0.9905,3.3,0.36,11.8
white,2,7.1,0.23,0.35,16.5,0.04,60,171,0.999,3.16,0.59,9.1
white,2,7.2,0.22,0.35,5.5,0.054,37,183,0.99474,3.08,0.5,10.3
white,2,6,0.18,0.31,1.4,0.036,14,75,0.99085,3.34,0.58,11.1
white,2,7.2,0.34,0.34,12.6,0.048,7,41,0.9942,3.19,0.4,11.7
white,2,6.8,0.22,0.32,5.9,0.054,40,152,0.9938,3.2,0.57,10.8
white,2,6.6,0.21,0.29,5.35,0.029,43,106,0.99112,2.93,0.43,11.5
white,2,6.6,0.18,0.28,1.7,0.041,53,161,0.99207,3.13,0.45,10.2
white,2,6.9,0.28,0.4,8.2,0.036,15,95,0.9944,3.17,0.33,10.2
white,2,8.1,0.36,0.59,13.6,0.051,60,134,0.99886,2.96,0.39,8.7
white,2,9.4,0.16,0.3,1.4,0.042,26,176,0.9954,3.15,0.46,9.1
white,2,8,0.33,0.32,4.6,0.041,31,180,0.99184,2.92,0.74,12.2
white,2,6.2,0.39,0.24,4.8,0.037,45,138,0.99174,3.23,0.43,11.2
white,2,7,0.21,0.34,8.5,0.033,31,253,0.9953,3.22,0.56,10.5
white,2,7.1,0.28,0.44,1.8,0.032,32,107,0.9907,3.25,0.48,12.2
white,2,7,0.12,0.29,10.3,0.039,41,98,0.99564,3.19,0.38,9.8
white,2,6.6,0.27,0.32,1.3,0.044,18,93,0.99044,3.11,0.56,12.25
white,2,7.4,0.15,0.42,1.7,0.045,49,154,0.992,3,0.6,10.4
white,2,7,0.35,0.3,6.5,0.028,27,87,0.9936,3.4,0.42,11.4
white,2,6.5,0.28,0.35,15.4,0.042,55,195,0.9978,3.23,0.5,9.6
white,2,7.2,0.22,0.24,1.4,0.041,17,159,0.99196,3.25,0.53,11.2
white,2,7.2,0.46,0.65,10.4,0.05,76,192,0.9976,3.16,0.42,8.7
white,2,6.5,0.36,0.31,4.1,0.061,20,134,0.99475,3.18,0.45,9
white,2,6.6,0.18,0.28,1.7,0.041,53,161,0.99207,3.13,0.45,10.2
white,2,7.4,0.25,0.36,13.2,0.067,53,178,0.9976,3.01,0.48,9
white,2,6.4,0.14,0.28,7.9,0.057,21,82,0.99425,3.26,0.36,10
white,2,7.4,0.16,0.27,15.5,0.05,25,135,0.9984,2.9,0.43,8.7
white,2,9,0.17,0.49,1,0.039,46,131,0.993,3.09,0.51,10.5
white,2,7.3,0.4,0.24,6.7,0.058,41,166,0.995,3.2,0.41,9.9
white,2,7,0.16,0.32,8.3,0.045,38,126,0.9958,3.21,0.34,9.2
white,2,6.8,0.37,0.51,11.8,0.044,62,163,0.9976,3.19,0.44,8.8
white,2,6.8,0.18,0.35,5.4,0.054,53,143,0.99287,3.1,0.54,11
white,2,6,0.4,0.3,1.6,0.047,30,117,0.9931,3.17,0.48,10.1
white,2,6.9,0.32,0.13,7.8,0.042,11,117,0.996,3.23,0.37,9.2
white,2,6.4,0.27,0.29,10.8,0.028,17,118,0.99356,3.18,0.37,11.2
white,2,6.7,0.42,0.39,12.1,0.04,61,248,0.99794,3.31,0.58,9.7
white,2,6.4,0.3,0.16,7.5,0.05,55,191,0.9959,3.17,0.49,9
white,2,5.6,0.35,0.37,1,0.038,6,72,0.9902,3.37,0.34,11.4
white,2,6.8,0.11,0.27,8.6,0.044,45,104,0.99454,3.2,0.37,9.9
white,2,7.2,0.21,0.36,15.7,0.045,68,183,0.99922,3.25,0.76,9.4
white,2,7.8,0.965,0.6,65.8,0.074,8,160,1.03898,3.39,0.69,11.7
white,2,6.8,0.21,0.62,6.4,0.041,7,113,0.99358,2.96,0.59,10.2
white,2,6.3,0.4,0.24,5.1,0.036,43,131,0.99186,3.24,0.44,11.3
white,2,6.1,0.38,0.47,1.4,0.051,59,210,0.99309,3.24,0.5,9.6
white,2,8.1,0.2,0.3,1.3,0.036,7,49,0.99242,2.99,0.73,10.3
white,2,8.5,0.32,0.36,14.9,0.041,47,190,0.9982,3.08,0.31,10
white,2,7.7,0.27,0.35,5.3,0.03,30,117,0.992,3.11,0.42,12.2
white,2,5.2,0.185,0.22,1,0.03,47,123,0.99218,3.55,0.44,10.15
white,2,7.3,0.18,0.65,1.4,0.046,28,157,0.9946,3.33,0.62,9.4
white,2,6.8,0.3,0.24,6.6,0.123,35,116,0.9953,3.07,0.48,9.4
white,2,5.8,0.32,0.2,2.6,0.027,17,123,0.98936,3.36,0.78,13.9
white,2,7.4,0.25,0.37,13.5,0.06,52,192,0.9975,3,0.44,9.1
white,2,7.5,0.32,0.26,1.8,0.042,13,133,0.9938,3.07,0.38,9.5
white,2,7.7,0.23,0.31,10.7,0.038,59,186,0.9969,3.12,0.55,9.5
white,2,7.3,0.37,0.16,14.9,0.048,59,240,0.99902,3.13,0.45,8.9
white,2,6.4,0.46,0.08,4.9,0.046,34,144,0.99445,3.1,0.56,10
white,2,7.3,0.4,0.28,6.5,0.037,26,97,0.99148,3.16,0.58,12.6
white,2,6.6,0.3,0.24,1.2,0.034,17,121,0.9933,3.13,0.36,9.2
white,2,6,0.22,0.33,12.2,0.033,25,97,0.99356,3.17,0.42,11.3
white,2,7.5,0.31,0.51,14.8,0.039,62,204,0.9982,3.06,0.6,9.5
white,2,6.9,0.2,0.41,1.1,0.06,36,104,0.99317,2.99,0.39,9.2
white,2,6.9,0.28,0.22,10,0.052,36,131,0.99696,3.08,0.46,9.6
white,2,6.4,0.43,0.27,1.1,0.054,5,110,0.9939,3.24,0.52,9.1
white,2,5.7,0.33,0.32,1.4,0.043,28,93,0.9897,3.31,0.5,12.3
white,2,7.9,0.64,0.46,10.6,0.244,33,227,0.9983,2.87,0.74,9.1
white,2,6.7,0.27,0.12,1.3,0.041,62,138,0.9921,3.21,0.42,10
white,2,6.5,0.38,0.53,1.4,0.142,5,69,0.9926,3.14,0.52,10.1
white,2,6.4,0.16,0.44,1.2,0.051,39,122,0.99058,3.11,0.75,11.3
white,2,6.6,0.17,0.28,1.1,0.034,55,108,0.98939,3,0.52,11.9
white,2,7.2,0.51,0.24,10,0.093,35,197,0.9981,3.41,0.47,9
white,2,6.4,0.21,0.28,5.9,0.047,29,101,0.99278,3.15,0.4,11
white,2,5.2,0.6,0.07,7,0.044,33,147,0.9944,3.33,0.58,9.7
white,2,6.5,0.18,0.26,1.4,0.041,40,141,0.9941,3.34,0.72,9.5
white,2,7.5,0.29,0.67,8.1,0.037,53,166,0.9966,2.9,0.41,8.9
white,2,7.8,0.28,0.31,2.1,0.046,28,208,0.99434,3.23,0.64,9.8
white,2,6.9,0.31,0.34,7.4,0.059,36,174,0.9963,3.46,0.62,11.1
white,2,6,0.19,0.71,1.5,0.152,9,55,0.9927,3.12,0.46,9.8
white,2,6.7,0.265,0.22,8.6,0.048,54,198,0.9955,3.25,0.41,10.2
white,2,6.4,0.17,0.32,2.4,0.048,41,200,0.9938,3.5,0.5,9.7
white,2,6.4,0.14,0.31,1.2,0.034,53,138,0.99084,3.38,0.35,11.5
white,2,5.8,0.555,0.26,4.5,0.053,17,126,0.9943,3.24,0.46,9.1
white,2,7.1,0.49,0.22,2,0.047,146.5,307.5,0.9924,3.24,0.37,11
white,2,9.2,0.28,0.41,1,0.042,14,59,0.9922,2.96,0.25,10.5
white,2,6.6,0.905,0.19,0.8,0.048,17,204,0.9934,3.34,0.56,10
white,2,6.4,0.26,0.21,8.2,0.05,51,182,0.99542,3.23,0.48,9.5
white,2,7.1,0.31,0.17,1,0.042,21,144,0.99304,3.13,0.4,9.6
white,2,8.9,0.13,0.49,1,0.028,6,24,0.9926,2.91,0.32,9.9
white,2,6.7,0.26,0.29,7.1,0.036,28,100,0.99534,3.08,0.36,9.3
white,2,8.4,0.22,0.3,1.3,0.038,45,122,0.99178,3.13,0.54,10.8
white,2,6.6,0.26,0.29,1.4,0.039,13,67,0.9915,3.05,0.49,10.9
white,2,6.4,0.24,0.26,8.2,0.054,47,182,0.99538,3.12,0.5,9.5
white,2,6.9,0.33,0.28,1.3,0.051,37,187,0.9927,3.27,0.6,10.3
white,2,6.8,0.19,0.4,9.85,0.055,41,103,0.99532,2.98,0.56,10.5
white,2,7.3,0.18,0.29,1.2,0.044,12,143,0.9918,3.2,0.48,11.3
white,2,6.8,0.32,0.34,6,0.05,5,129,0.9953,3.19,0.4,9.1
white,2,8,0.28,0.42,7.1,0.045,41,169,0.9959,3.17,0.43,10.6
white,2,6.1,0.28,0.24,19.95,0.074,32,174,0.99922,3.19,0.44,9.3
white,2,7.7,0.27,0.34,1.8,0.028,26,168,0.9911,2.99,0.48,12.1
white,2,6.6,0.39,0.38,9.7,0.053,49,226,0.99787,3.3,0.57,9.4
white,2,7.2,0.19,0.31,1.4,0.046,37,135,0.9939,3.34,0.57,10.2
white,2,7.2,0.4,0.38,2.2,0.03,40,109,0.99075,3.27,0.46,12.6
white,2,6.5,0.36,0.49,2.9,0.03,16,94,0.9902,3.1,0.49,12.1
white,2,5.9,0.24,0.3,2,0.033,28,92,0.99225,3.39,0.69,10.9
white,2,8,0.27,0.25,19.1,0.045,50,208,1.00051,3.05,0.5,9.2
white,2,7.4,0.2,0.28,9.1,0.047,29,95,0.99532,3.16,0.47,9.8
white,2,5.7,0.28,0.24,17.5,0.044,60,167,0.9989,3.31,0.44,9.4
white,2,7.8,0.49,0.49,7,0.043,29,149,0.9952,3.21,0.33,10
white,2,6.2,0.32,0.16,7,0.045,30,136,0.9949,3.18,0.47,9.6
white,2,7.8,0.29,0.22,9.5,0.056,44,213,0.99715,3.08,0.61,9.3
white,2,7,0.3,0.38,14.9,0.032,60,181,0.9983,3.18,0.61,9.3
white,2,6.9,0.22,0.37,15,0.053,59,178,0.9992,3.37,0.82,9.5
white,2,7.2,0.22,0.28,7.2,0.06,41,132,0.9935,3.08,0.59,11.3
white,2,7.4,0.25,0.37,2.6,0.05,24,132,0.99138,3.04,0.53,11.2
white,2,5.1,0.35,0.26,6.8,0.034,36,120,0.99188,3.38,0.4,11.5
white,2,6.2,0.22,0.3,12.4,0.054,108,152,0.99728,3.1,0.47,9.5
white,2,6.1,0.38,0.42,5,0.016,31,113,0.99007,3.15,0.31,12.4
white,2,9,0.38,0.53,2.1,0.102,19,76,0.99001,2.93,0.57,12.9
white,2,6.1,0.105,0.31,1.3,0.037,55,145,0.9912,3.41,0.41,11.1
white,2,8.1,0.2,0.4,2,0.037,19,87,0.9921,3.12,0.54,11.2
white,2,7.5,0.29,0.24,9.9,0.058,25,115,0.99567,3.15,0.46,10.9
white,2,6.7,0.47,0.29,4.75,0.034,29,134,0.99056,3.29,0.46,13
white,2,5.7,0.15,0.28,3.7,0.045,57,151,0.9913,3.22,0.27,11.2
white,2,6.6,0.28,0.34,0.8,0.037,42,119,0.9888,3.03,0.37,12.5
white,2,7.7,0.32,0.48,2.3,0.04,28,114,0.9911,3.2,0.52,12.8
white,2,6.5,0.15,0.32,1.3,0.036,19,76,0.98964,3.18,0.41,12.3
white,2,7.1,0.33,0.18,6.3,0.094,27,166,0.99474,2.9,0.49,9.5
white,2,6.8,0.39,0.35,11.6,0.044,57,220,0.99775,3.07,0.53,9.3
